SG_UF,SG_UE,NM_COLIGACAO
SP,67237,PARTIDO ISOLADO
SP,67237,PARTIDO ISOLADO
SP,67237,PARTIDO ISOLADO
SP,70750,PARTIDO ISOLADO
SP,67237,PARTIDO ISOLADO
SP,67237,PARTIDO ISOLADO
SP,67237,PARTIDO ISOLADO
SP,70750,PARTIDO ISOLADO
SP,70750,PARTIDO ISOLADO
SP,70750,PARTIDO ISOLADO
SP,67237,PARTIDO ISOLADO
SP,70750,PARTIDO ISOLADO
SP,67237,PARTIDO ISOLADO
SP,70750,PARTIDO ISOLADO
SP,67237,FEDERAï¿½ï¿½O
SP,67237,PARTIDO ISOLADO
SP,67237,PARTIDO ISOLADO
SP,67237,PARTIDO ISOLADO
SP,70750,PARTIDO ISOLADO
SP,67237,PARTIDO ISOLADO
SP,67237,PARTIDO ISOLADO
SP,70750,PARTIDO ISOLADO
SP,70750,PARTIDO ISOLADO
SP,67237,PARTIDO ISOLADO
SP,67237,PARTIDO ISOLADO
SP,70750,FEDERAï¿½ï¿½O
SP,67237,PARTIDO ISOLADO
SP,67695,PARTIDO ISOLADO
SP,70750,PARTIDO ISOLADO
SP,70750,PARTIDO ISOLADO
SP,70750,PARTIDO ISOLADO
SP,70750,PARTIDO ISOLADO
SP,67695,FEDERAï¿½ï¿½O
SP,67695,PARTIDO ISOLADO
SP,67695,PARTIDO ISOLADO
SP,67695,PARTIDO ISOLADO
SP,67695,PARTIDO ISOLADO
SP,67695,PARTIDO ISOLADO
SP,70750,PARTIDO ISOLADO
SP,70750,PARTIDO ISOLADO
SP,67695,PARTIDO ISOLADO
SP,67695,PARTIDO ISOLADO
SP,70750,PARTIDO ISOLADO
SP,67695,PARTIDO ISOLADO
SP,67695,PARTIDO ISOLADO
SP,67695,PARTIDO ISOLADO
SP,70750,PARTIDO ISOLADO
SP,70750,PARTIDO ISOLADO
SP,70750,PARTIDO ISOLADO
SP,70750,PARTIDO ISOLADO
SP,70750,PARTIDO ISOLADO
SP,67695,PARTIDO ISOLADO
SP,67695,PARTIDO ISOLADO
SP,67695,PARTIDO ISOLADO
SP,70750,PARTIDO ISOLADO
SP,67695,PARTIDO ISOLADO
SP,70750,PARTIDO ISOLADO
SP,70750,PARTIDO ISOLADO
SP,70750,PARTIDO ISOLADO
SP,70750,PARTIDO ISOLADO
SP,67695,PARTIDO ISOLADO
SP,67695,PARTIDO ISOLADO
SP,67695,PARTIDO ISOLADO
SP,70750,PARTIDO ISOLADO
SP,71110,PARTIDO ISOLADO
SP,71110,PARTIDO ISOLADO
SP,71110,PARTIDO ISOLADO
SP,67695,PARTIDO ISOLADO
SP,67695,PARTIDO ISOLADO
SP,67695,PARTIDO ISOLADO
SP,71110,PARTIDO ISOLADO
SP,71110,PARTIDO ISOLADO
SP,71110,PARTIDO ISOLADO
SP,71110,PARTIDO ISOLADO
SP,67695,PARTIDO ISOLADO
SP,67695,PARTIDO ISOLADO
SP,71110,PARTIDO ISOLADO
SP,71110,PARTIDO ISOLADO
SP,71110,PARTIDO ISOLADO
SP,67733,PARTIDO ISOLADO
SP,72010,PARTIDO ISOLADO
SP,67733,PARTIDO ISOLADO
SP,67733,FEDERAï¿½ï¿½O
SP,72010,PARTIDO ISOLADO
SP,67733,FEDERAï¿½ï¿½O
SP,67733,FEDERAï¿½ï¿½O
SP,68292,PARTIDO ISOLADO
SP,68292,PARTIDO ISOLADO
SP,72010,FEDERAï¿½ï¿½O
SP,72010,FEDERAï¿½ï¿½O
SP,72010,FEDERAï¿½ï¿½O
SP,68292,PARTIDO ISOLADO
SP,68292,PARTIDO ISOLADO
SP,68292,PARTIDO ISOLADO
SP,72010,PARTIDO ISOLADO
SP,72010,PARTIDO ISOLADO
SP,68292,FEDERAï¿½ï¿½O
SP,68292,FEDERAï¿½ï¿½O
SP,68292,FEDERAï¿½ï¿½O
SP,68292,FEDERAï¿½ï¿½O
SP,72010,PARTIDO ISOLADO
SP,72010,PARTIDO ISOLADO
SP,72010,FEDERAï¿½ï¿½O
SP,72010,FEDERAï¿½ï¿½O
SP,69337,PARTIDO ISOLADO
SP,72010,PARTIDO ISOLADO
SP,72010,PARTIDO ISOLADO
SP,69337,PARTIDO ISOLADO
SP,69337,PARTIDO ISOLADO
SP,69337,FEDERAï¿½ï¿½O
SP,69337,FEDERAï¿½ï¿½O
SP,72010,PARTIDO ISOLADO
SP,72010,PARTIDO ISOLADO
SP,72010,PARTIDO ISOLADO
SP,69337,PARTIDO ISOLADO
SP,69337,PARTIDO ISOLADO
SP,69337,PARTIDO ISOLADO
SP,72010,PARTIDO ISOLADO
SP,72010,PARTIDO ISOLADO
SP,72010,PARTIDO ISOLADO
SP,69337,PARTIDO ISOLADO
SP,69337,PARTIDO ISOLADO
SP,69337,PARTIDO ISOLADO
SP,72010,PARTIDO ISOLADO
SP,72010,PARTIDO ISOLADO
SP,72010,PARTIDO ISOLADO
SP,72010,PARTIDO ISOLADO
SP,69337,PARTIDO ISOLADO
SP,69337,PARTIDO ISOLADO
SP,69337,PARTIDO ISOLADO
SP,69337,PARTIDO ISOLADO
SP,69337,PARTIDO ISOLADO
SP,69337,PARTIDO ISOLADO
SP,69337,PARTIDO ISOLADO
SP,69337,PARTIDO ISOLADO
SP,69337,PARTIDO ISOLADO
SP,69337,PARTIDO ISOLADO
SP,69337,FEDERAï¿½ï¿½O
SP,69337,FEDERAï¿½ï¿½O
SP,69817,PARTIDO ISOLADO
SP,69817,PARTIDO ISOLADO
SP,69817,PARTIDO ISOLADO
SP,69817,PARTIDO ISOLADO
SP,69817,PARTIDO ISOLADO
SP,69817,PARTIDO ISOLADO
SP,69817,PARTIDO ISOLADO
SP,69817,PARTIDO ISOLADO
SP,69817,PARTIDO ISOLADO
SP,69817,PARTIDO ISOLADO
SP,69817,PARTIDO ISOLADO
SP,69817,PARTIDO ISOLADO
SP,69817,PARTIDO ISOLADO
SP,69817,PARTIDO ISOLADO
SP,69817,PARTIDO ISOLADO
SP,71013,FEDERAï¿½ï¿½O
SP,71013,FEDERAï¿½ï¿½O
SP,71013,FEDERAï¿½ï¿½O
SP,71013,FEDERAï¿½ï¿½O
SP,71013,PARTIDO ISOLADO
SP,71013,PARTIDO ISOLADO
SP,71013,PARTIDO ISOLADO
SP,71013,PARTIDO ISOLADO
SP,71013,PARTIDO ISOLADO
SP,71013,PARTIDO ISOLADO
SP,71013,PARTIDO ISOLADO
SP,71013,PARTIDO ISOLADO
SP,71013,PARTIDO ISOLADO
SP,71013,PARTIDO ISOLADO
SP,71498,FEDERAï¿½ï¿½O
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,FEDERAï¿½ï¿½O
SP,71498,FEDERAï¿½ï¿½O
SP,71498,FEDERAï¿½ï¿½O
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71498,PARTIDO ISOLADO
SP,71714,PARTIDO ISOLADO
SP,71714,PARTIDO ISOLADO
SP,71714,PARTIDO ISOLADO
SP,71714,PARTIDO ISOLADO
SP,71714,PARTIDO ISOLADO
SP,61948,O PROGRESSO TEM QUE CONTINUAR
SP,67555,"ESPERANï¿½A, COMPROMISSO E EXPERIENCIA"
SP,68217,PARTIDO ISOLADO
SP,71498,SUMARï¿½ PARA TODOS
SP,69310,UMA CIDADE PARA TODOS
SP,61573,PARTIDO ISOLADO
SP,61573,PARTIDO ISOLADO
SP,61573,PARTIDO ISOLADO
SP,61573,PARTIDO ISOLADO
SP,61573,PARTIDO ISOLADO
SP,61573,PARTIDO ISOLADO
SP,61573,PARTIDO ISOLADO
SP,61573,PARTIDO ISOLADO
SP,61573,PARTIDO ISOLADO
SP,61573,PARTIDO ISOLADO
SP,61573,PARTIDO ISOLADO
SP,61573,PARTIDO ISOLADO
SP,61573,PARTIDO ISOLADO
SP,61573,PARTIDO ISOLADO
SP,61573,PARTIDO ISOLADO
SP,61573,PARTIDO ISOLADO
SP,62472,PARTIDO ISOLADO
SP,62472,PARTIDO ISOLADO
SP,62472,PARTIDO ISOLADO
SP,62472,PARTIDO ISOLADO
SP,62472,PARTIDO ISOLADO
SP,62472,PARTIDO ISOLADO
SP,62472,PARTIDO ISOLADO
SP,62472,PARTIDO ISOLADO
SP,62472,PARTIDO ISOLADO
SP,62472,PARTIDO ISOLADO
SP,62472,PARTIDO ISOLADO
SP,62472,PARTIDO ISOLADO
SP,63959,PARTIDO ISOLADO
SP,63959,PARTIDO ISOLADO
SP,63959,PARTIDO ISOLADO
SP,63959,PARTIDO ISOLADO
SP,63959,PARTIDO ISOLADO
SP,63959,PARTIDO ISOLADO
SP,64190,PARTIDO ISOLADO
SP,64190,PARTIDO ISOLADO
SP,62006,PARTIDO ISOLADO
SP,62006,PARTIDO ISOLADO
SP,62006,PARTIDO ISOLADO
SP,62006,PARTIDO ISOLADO
SP,62006,PARTIDO ISOLADO
SP,62006,PARTIDO ISOLADO
SP,62006,PARTIDO ISOLADO
SP,62006,PARTIDO ISOLADO
SP,62006,PARTIDO ISOLADO
SP,62006,FEDERAï¿½ï¿½O
SP,62006,PARTIDO ISOLADO
SP,62006,PARTIDO ISOLADO
SP,62006,PARTIDO ISOLADO
SP,65455,PARTIDO ISOLADO
SP,65455,PARTIDO ISOLADO
SP,65455,PARTIDO ISOLADO
SP,65455,PARTIDO ISOLADO
SP,65455,PARTIDO ISOLADO
SP,65455,PARTIDO ISOLADO
SP,65455,PARTIDO ISOLADO
SP,65455,PARTIDO ISOLADO
SP,62014,PARTIDO ISOLADO
SP,65455,PARTIDO ISOLADO
SP,65455,PARTIDO ISOLADO
SP,63339,JUNTOS PODEMOS MUDAR CESï¿½RIO LANGE
SP,65455,PARTIDO ISOLADO
SP,65455,PARTIDO ISOLADO
SP,65455,PARTIDO ISOLADO
SP,65455,PARTIDO ISOLADO
SP,65455,PARTIDO ISOLADO
SP,65455,PARTIDO ISOLADO
SP,65455,PARTIDO ISOLADO
SP,65455,PARTIDO ISOLADO
SP,65455,PARTIDO ISOLADO
SP,65455,PARTIDO ISOLADO
SP,65455,FEDERAï¿½ï¿½O
SP,65455,FEDERAï¿½ï¿½O
SP,65455,PARTIDO ISOLADO
SP,65455,PARTIDO ISOLADO
SP,65455,PARTIDO ISOLADO
SP,65455,PARTIDO ISOLADO
SP,65455,PARTIDO ISOLADO
SP,65455,PARTIDO ISOLADO
SP,65455,FEDERAï¿½ï¿½O
SP,65455,FEDERAï¿½ï¿½O
SP,65455,FEDERAï¿½ï¿½O
SP,65455,PARTIDO ISOLADO
SP,65455,PARTIDO ISOLADO
SP,65455,PARTIDO ISOLADO
SP,65978,PARTIDO ISOLADO
SP,65978,PARTIDO ISOLADO
SP,65978,PARTIDO ISOLADO
SP,65978,PARTIDO ISOLADO
SP,65978,PARTIDO ISOLADO
SP,65978,PARTIDO ISOLADO
SP,65978,PARTIDO ISOLADO
SP,65978,PARTIDO ISOLADO
SP,65978,PARTIDO ISOLADO
SP,65978,FEDERAï¿½ï¿½O
SP,65978,FEDERAï¿½ï¿½O
SP,65978,PARTIDO ISOLADO
SP,65978,PARTIDO ISOLADO
SP,65978,PARTIDO ISOLADO
SP,65978,PARTIDO ISOLADO
SP,66133,FEDERAï¿½ï¿½O
SP,66133,PARTIDO ISOLADO
SP,66133,PARTIDO ISOLADO
SP,66133,PARTIDO ISOLADO
SP,66133,PARTIDO ISOLADO
SP,67210,FEDERAï¿½ï¿½O
SP,67210,PARTIDO ISOLADO
SP,67210,PARTIDO ISOLADO
SP,67210,PARTIDO ISOLADO
SP,67210,PARTIDO ISOLADO
SP,69159,PARTIDO ISOLADO
SP,69159,PARTIDO ISOLADO
SP,69159,PARTIDO ISOLADO
SP,69159,PARTIDO ISOLADO
SP,69159,PARTIDO ISOLADO
SP,69159,PARTIDO ISOLADO
SP,69159,PARTIDO ISOLADO
SP,69159,PARTIDO ISOLADO
SP,69159,PARTIDO ISOLADO
SP,69159,PARTIDO ISOLADO
SP,69159,PARTIDO ISOLADO
SP,69159,PARTIDO ISOLADO
SP,69159,PARTIDO ISOLADO
SP,69159,PARTIDO ISOLADO
SP,69159,PARTIDO ISOLADO
SP,69159,PARTIDO ISOLADO
SP,69159,PARTIDO ISOLADO
SP,69159,PARTIDO ISOLADO
SP,69159,PARTIDO ISOLADO
SP,69159,PARTIDO ISOLADO
SP,69159,PARTIDO ISOLADO
SP,69159,PARTIDO ISOLADO
SP,69159,PARTIDO ISOLADO
SP,69159,PARTIDO ISOLADO
SP,69159,PARTIDO ISOLADO
SP,69159,PARTIDO ISOLADO
SP,69159,FEDERAï¿½ï¿½O
SP,70017,PARTIDO ISOLADO
SP,70017,PARTIDO ISOLADO
SP,70017,PARTIDO ISOLADO
SP,70017,PARTIDO ISOLADO
SP,70017,PARTIDO ISOLADO
SP,70017,PARTIDO ISOLADO
SP,70017,PARTIDO ISOLADO
SP,70017,PARTIDO ISOLADO
SP,70017,PARTIDO ISOLADO
SP,70017,PARTIDO ISOLADO
SP,70017,PARTIDO ISOLADO
SP,70017,PARTIDO ISOLADO
SP,61441,PARTIDO ISOLADO
SP,61441,PARTIDO ISOLADO
SP,61441,PARTIDO ISOLADO
SP,61441,PARTIDO ISOLADO
SP,61441,PARTIDO ISOLADO
SP,61441,PARTIDO ISOLADO
SP,61441,PARTIDO ISOLADO
SP,62189,PARTIDO ISOLADO
SP,62189,PARTIDO ISOLADO
SP,62189,PARTIDO ISOLADO
SP,62189,PARTIDO ISOLADO
SP,62189,PARTIDO ISOLADO
SP,71331,PARTIDO ISOLADO
SP,71331,PARTIDO ISOLADO
SP,71331,PARTIDO ISOLADO
SP,71331,PARTIDO ISOLADO
SP,71331,PARTIDO ISOLADO
SP,71331,PARTIDO ISOLADO
SP,71331,PARTIDO ISOLADO
SP,71331,PARTIDO ISOLADO
SP,71331,PARTIDO ISOLADO
SP,71331,PARTIDO ISOLADO
SP,71331,PARTIDO ISOLADO
SP,71331,PARTIDO ISOLADO
SP,71331,FEDERAï¿½ï¿½O
SP,71331,FEDERAï¿½ï¿½O
SP,71854,PARTIDO ISOLADO
SP,71854,PARTIDO ISOLADO
SP,71854,FEDERAï¿½ï¿½O
SP,71854,FEDERAï¿½ï¿½O
SP,71854,PARTIDO ISOLADO
SP,71854,PARTIDO ISOLADO
SP,71854,PARTIDO ISOLADO
SP,71854,PARTIDO ISOLADO
SP,61158,UNIDOS POR MARCONDES
SP,61158,UNIï¿½O E RENOVAï¿½ï¿½O
SP,61530,O TRABALHO PRECISA CONTINUAR
SP,61530,"PSDB COM CIDADNIA, PODEMOS IR AVANTE"
SP,67156,PARTIDO ISOLADO
SP,70874,PAU D ALHO CONTINUANDO EM BOAS Mï¿½OS
SP,72451,VOTUPORANGA PARA TODOS
SP,61298,PARTIDO ISOLADO
SP,61298,PARTIDO ISOLADO
SP,61298,PARTIDO ISOLADO
SP,61298,PARTIDO ISOLADO
SP,61298,PARTIDO ISOLADO
SP,61298,PARTIDO ISOLADO
SP,62073,PARTIDO ISOLADO
SP,62073,PARTIDO ISOLADO
SP,62073,PARTIDO ISOLADO
SP,62235,PARTIDO ISOLADO
SP,62235,PARTIDO ISOLADO
SP,62235,PARTIDO ISOLADO
SP,62235,PARTIDO ISOLADO
SP,62235,PARTIDO ISOLADO
SP,62235,FEDERAï¿½ï¿½O
SP,62235,PARTIDO ISOLADO
SP,62235,PARTIDO ISOLADO
SP,61026,PARTIDO ISOLADO
SP,61026,PARTIDO ISOLADO
SP,61026,PARTIDO ISOLADO
SP,61026,PARTIDO ISOLADO
SP,61026,PARTIDO ISOLADO
SP,61026,FEDERAï¿½ï¿½O
SP,61026,FEDERAï¿½ï¿½O
SP,61026,PARTIDO ISOLADO
SP,61026,PARTIDO ISOLADO
SP,61026,PARTIDO ISOLADO
SP,61026,PARTIDO ISOLADO
SP,61026,PARTIDO ISOLADO
SP,63797,PARTIDO ISOLADO
SP,63797,PARTIDO ISOLADO
SP,63797,PARTIDO ISOLADO
SP,63797,PARTIDO ISOLADO
SP,63797,PARTIDO ISOLADO
SP,63797,PARTIDO ISOLADO
SP,63797,PARTIDO ISOLADO
SP,63797,PARTIDO ISOLADO
SP,63797,PARTIDO ISOLADO
SP,63797,PARTIDO ISOLADO
SP,63797,PARTIDO ISOLADO
SP,63797,PARTIDO ISOLADO
SP,64416,PARTIDO ISOLADO
SP,64416,PARTIDO ISOLADO
SP,64416,PARTIDO ISOLADO
SP,64416,FEDERAï¿½ï¿½O
SP,64416,FEDERAï¿½ï¿½O
SP,64416,PARTIDO ISOLADO
SP,64416,PARTIDO ISOLADO
SP,64556,PARTIDO ISOLADO
SP,64556,PARTIDO ISOLADO
SP,64556,FEDERAï¿½ï¿½O
SP,64556,PARTIDO ISOLADO
SP,64556,PARTIDO ISOLADO
SP,64556,PARTIDO ISOLADO
SP,64556,PARTIDO ISOLADO
SP,64556,PARTIDO ISOLADO
SP,64556,PARTIDO ISOLADO
SP,64874,FEDERAï¿½ï¿½O
SP,64874,FEDERAï¿½ï¿½O
SP,64874,PARTIDO ISOLADO
SP,64874,PARTIDO ISOLADO
SP,64874,FEDERAï¿½ï¿½O
SP,64874,FEDERAï¿½ï¿½O
SP,64874,PARTIDO ISOLADO
SP,64874,PARTIDO ISOLADO
SP,64874,PARTIDO ISOLADO
SP,64874,PARTIDO ISOLADO
SP,64874,PARTIDO ISOLADO
SP,64874,PARTIDO ISOLADO
SP,66931,PARTIDO ISOLADO
SP,66931,PARTIDO ISOLADO
SP,66931,PARTIDO ISOLADO
SP,66931,PARTIDO ISOLADO
SP,66931,PARTIDO ISOLADO
SP,66931,PARTIDO ISOLADO
SP,66931,PARTIDO ISOLADO
SP,66931,PARTIDO ISOLADO
SP,67431,PARTIDO ISOLADO
SP,67431,PARTIDO ISOLADO
SP,67431,PARTIDO ISOLADO
SP,67431,PARTIDO ISOLADO
SP,67431,FEDERAï¿½ï¿½O
SP,67890,PARTIDO ISOLADO
SP,67890,FEDERAï¿½ï¿½O
SP,67890,FEDERAï¿½ï¿½O
SP,67890,FEDERAï¿½ï¿½O
SP,67890,PARTIDO ISOLADO
SP,67890,PARTIDO ISOLADO
SP,67890,PARTIDO ISOLADO
SP,67890,PARTIDO ISOLADO
SP,67890,PARTIDO ISOLADO
SP,67890,PARTIDO ISOLADO
SP,67890,PARTIDO ISOLADO
SP,67890,PARTIDO ISOLADO
SP,67890,PARTIDO ISOLADO
SP,67890,PARTIDO ISOLADO
SP,67890,PARTIDO ISOLADO
SP,67890,PARTIDO ISOLADO
SP,67890,PARTIDO ISOLADO
SP,67890,PARTIDO ISOLADO
SP,67890,PARTIDO ISOLADO
SP,67890,PARTIDO ISOLADO
SP,67890,PARTIDO ISOLADO
SP,67890,PARTIDO ISOLADO
SP,67890,PARTIDO ISOLADO
SP,67890,PARTIDO ISOLADO
SP,67890,PARTIDO ISOLADO
SP,67890,PARTIDO ISOLADO
SP,67890,PARTIDO ISOLADO
SP,67890,PARTIDO ISOLADO
SP,67890,PARTIDO ISOLADO
SP,67890,PARTIDO ISOLADO
SP,67890,PARTIDO ISOLADO
SP,67890,PARTIDO ISOLADO
SP,67890,FEDERAï¿½ï¿½O
SP,67890,PARTIDO ISOLADO
SP,67890,PARTIDO ISOLADO
SP,67890,PARTIDO ISOLADO
SP,67890,PARTIDO ISOLADO
SP,67890,PARTIDO ISOLADO
SP,62405,PARTIDO ISOLADO
SP,62405,PARTIDO ISOLADO
SP,62405,PARTIDO ISOLADO
SP,64211,FEDERAï¿½ï¿½O
SP,68357,PARTIDO ISOLADO
SP,68357,PARTIDO ISOLADO
SP,68357,PARTIDO ISOLADO
SP,68357,FEDERAï¿½ï¿½O
SP,68357,PARTIDO ISOLADO
SP,68357,PARTIDO ISOLADO
SP,68357,FEDERAï¿½ï¿½O
SP,68357,FEDERAï¿½ï¿½O
SP,68357,FEDERAï¿½ï¿½O
SP,68357,FEDERAï¿½ï¿½O
SP,68357,PARTIDO ISOLADO
SP,68357,PARTIDO ISOLADO
SP,68357,PARTIDO ISOLADO
SP,68357,PARTIDO ISOLADO
SP,68357,PARTIDO ISOLADO
SP,68357,PARTIDO ISOLADO
SP,68357,PARTIDO ISOLADO
SP,68357,PARTIDO ISOLADO
SP,68357,PARTIDO ISOLADO
SP,68357,PARTIDO ISOLADO
SP,68357,PARTIDO ISOLADO
SP,68357,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,FEDERAï¿½ï¿½O
SP,69213,FEDERAï¿½ï¿½O
SP,69213,FEDERAï¿½ï¿½O
SP,69213,FEDERAï¿½ï¿½O
SP,69213,FEDERAï¿½ï¿½O
SP,69213,FEDERAï¿½ï¿½O
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,FEDERAï¿½ï¿½O
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69213,PARTIDO ISOLADO
SP,69370,PARTIDO ISOLADO
SP,69370,PARTIDO ISOLADO
SP,70297,PARTIDO ISOLADO
SP,70297,PARTIDO ISOLADO
SP,70297,PARTIDO ISOLADO
SP,70297,PARTIDO ISOLADO
SP,70297,PARTIDO ISOLADO
SP,70297,FEDERAï¿½ï¿½O
SP,70297,FEDERAï¿½ï¿½O
SP,70297,FEDERAï¿½ï¿½O
SP,70297,PARTIDO ISOLADO
SP,70297,PARTIDO ISOLADO
SP,70297,PARTIDO ISOLADO
SP,70297,PARTIDO ISOLADO
SP,70297,PARTIDO ISOLADO
SP,70297,PARTIDO ISOLADO
SP,70297,PARTIDO ISOLADO
SP,70297,PARTIDO ISOLADO
SP,70297,PARTIDO ISOLADO
SP,70297,PARTIDO ISOLADO
SP,70297,PARTIDO ISOLADO
SP,70297,PARTIDO ISOLADO
SP,70297,PARTIDO ISOLADO
SP,70297,PARTIDO ISOLADO
SP,70297,FEDERAï¿½ï¿½O
SP,71439,PARTIDO ISOLADO
SP,71439,PARTIDO ISOLADO
SP,71439,PARTIDO ISOLADO
SP,71439,PARTIDO ISOLADO
SP,71439,PARTIDO ISOLADO
SP,71439,PARTIDO ISOLADO
SP,71439,PARTIDO ISOLADO
SP,71439,PARTIDO ISOLADO
SP,71439,PARTIDO ISOLADO
SP,71439,PARTIDO ISOLADO
SP,71439,PARTIDO ISOLADO
SP,71439,PARTIDO ISOLADO
SP,71439,FEDERAï¿½ï¿½O
SP,71439,FEDERAï¿½ï¿½O
SP,72079,PARTIDO ISOLADO
SP,72079,PARTIDO ISOLADO
SP,72079,PARTIDO ISOLADO
SP,72079,PARTIDO ISOLADO
SP,72079,PARTIDO ISOLADO
SP,61921,PARTIDO ISOLADO
SP,61921,PARTIDO ISOLADO
SP,65730,FEDERAï¿½ï¿½O
SP,65730,Juntos Podemos Renovar Itirapina
SP,66753,PRï¿½ FAZER MAIS POR MARABï¿½
SP,67598,PARA NOVA EUROPA SEGUIR AVANï¿½ANDO
SP,67636,"ï¿½TRABALHO, EXPERIï¿½NCIA E COMPETï¿½NCIAï¿½"
SP,61093,PARTIDO ISOLADO
SP,61093,PARTIDO ISOLADO
SP,61093,PARTIDO ISOLADO
SP,61093,PARTIDO ISOLADO
SP,61093,PARTIDO ISOLADO
SP,61093,PARTIDO ISOLADO
SP,61093,PARTIDO ISOLADO
SP,61093,PARTIDO ISOLADO
SP,61093,PARTIDO ISOLADO
SP,61093,FEDERAï¿½ï¿½O
SP,61859,PARTIDO ISOLADO
SP,61859,PARTIDO ISOLADO
SP,61859,PARTIDO ISOLADO
SP,61859,PARTIDO ISOLADO
SP,61913,PARTIDO ISOLADO
SP,61913,PARTIDO ISOLADO
SP,61913,PARTIDO ISOLADO
SP,61913,PARTIDO ISOLADO
SP,61913,PARTIDO ISOLADO
SP,61913,PARTIDO ISOLADO
SP,61913,PARTIDO ISOLADO
SP,61913,PARTIDO ISOLADO
SP,61913,PARTIDO ISOLADO
SP,61913,PARTIDO ISOLADO
SP,61913,PARTIDO ISOLADO
SP,61913,PARTIDO ISOLADO
SP,61913,PARTIDO ISOLADO
SP,61913,PARTIDO ISOLADO
SP,61913,PARTIDO ISOLADO
SP,61913,PARTIDO ISOLADO
SP,62812,PARTIDO ISOLADO
SP,62812,PARTIDO ISOLADO
SP,62812,PARTIDO ISOLADO
SP,62812,PARTIDO ISOLADO
SP,62812,PARTIDO ISOLADO
SP,62812,PARTIDO ISOLADO
SP,62812,PARTIDO ISOLADO
SP,62812,FEDERAï¿½ï¿½O
SP,62812,PARTIDO ISOLADO
SP,62812,PARTIDO ISOLADO
SP,61140,PARTIDO ISOLADO
SP,61140,PARTIDO ISOLADO
SP,61140,PARTIDO ISOLADO
SP,61140,PARTIDO ISOLADO
SP,61140,PARTIDO ISOLADO
SP,61140,PARTIDO ISOLADO
SP,61107,PARTIDO ISOLADO
SP,61107,PARTIDO ISOLADO
SP,61107,PARTIDO ISOLADO
SP,61107,PARTIDO ISOLADO
SP,61107,PARTIDO ISOLADO
SP,61107,PARTIDO ISOLADO
